Opinions,Original Drivers,Assigned Cluster Number,Percentage of Confidence in Assigned Cluster Number,Assigned Driver,Count for max cluster,Model
"Worst car no performance, its just for looks.",Performance,18,0.837298,Infotainment System,2,nAd_lda_42
"Awesome features and top-class looks, a good controlling system, and a mind-blowing music system.",Infotainment System,18,0.8915299,Infotainment System,2,nAd_lda_42
The mood lighting feature is attractive.,Mood Lights,18,0.51188964,Infotainment System,2,nAd_lda_42
The sunroof is not available now as an accessory with tata motors,Sunroof,18,0.56502557,Infotainment System,2,nAd_lda_42
"Speed, average and built quality and interiors are good.",Build Quality,14,0.46966782,Sunroof,7,nAd_lda_42
"Since it's a Korean car, it gets tiny seats.",Comfort,14,0.7263224,Sunroof,7,nAd_lda_42
"The same car now costs roughly 2.5x what it did then, which is atrocious.",Cost,14,0.40606228,Sunroof,7,nAd_lda_42
Wireless charger - don't need it,Wireless Charging,14,0.8372954,Sunroof,7,nAd_lda_42
"Sunroof make it more spectacular, very comfortable even for very healthy persons.",Sunroof,14,0.8450629,Sunroof,7,nAd_lda_42
"The Skoda kodiaq scout possesses some serious off-road capabilities, thanks to its better approach and departure angles and slightly higher ground clearance (194mm).",Ground Clearance,14,0.7393143,Sunroof,7,nAd_lda_42
"fascinating features like iconic ""tiger nose"" grills at the front, wireless charging technology etc.",Wireless Charging,14,0.8779704,Sunroof,7,nAd_lda_42
Nice car with excellent performance and good for adventure and family car.,Family Car,14,0.8372983,Sunroof,7,nAd_lda_42
4-year service is slightly costlier.,Cost,14,0.64594597,Sunroof,7,nAd_lda_42
"Kids loved the features, especially the canton music system, and the expansive sun/moon roof.",Infotainment System,14,0.40699533,Sunroof,7,nAd_lda_42
Excellent car performance best and look five stars???? average car best off-roading best car family pack car another car 15 lakhs best car city and villages,Family Car,14,0.75594777,Sunroof,7,nAd_lda_42
The sunroof makes us being the best view of nature.,Sunroof,14,0.3135933,Sunroof,7,nAd_lda_42
Overall driving was comfortable given a lot of equipment has been used to smoothen your ride.,Comfort,14,0.5585395,Sunroof,7,nAd_lda_42
Boot space is quite good and must be on par with creta.,Boot Space,14,0.51188576,Sunroof,7,nAd_lda_42
i found the sunroof to have the maximum appeal as well as the most vulnerable as far as part failure is concerned.,Sunroof,14,0.80474263,Sunroof,7,nAd_lda_42
The car is amazing and has a great performance.,Performance,14,0.291725,Sunroof,7,nAd_lda_42
The front grill helps this car to get an amazing road presence.,Road Presence,14,0.8741581,Sunroof,7,nAd_lda_42
It was an automatic with sunroof and all the buttons near the gear lever were 'real' (not dummy).,Sunroof,14,0.40674844,Sunroof,7,nAd_lda_42
"Case in point, my linea's boot space is 500 liters but it feels at least 1.5 times what the seltos felt.",Boot Space,14,0.8372929,Sunroof,7,nAd_lda_42
"If the height of the Alturas isn't enough to comfortably accommodate me, something is wrong.",Comfort,14,0.5118993,Sunroof,7,nAd_lda_42
The boot space is very limited when all the 7 seats are up.,Boot Space,14,0.9112492,Sunroof,7,nAd_lda_42
"The amazing car , jeep compass it is expensive",Cost,14,0.5118993,Sunroof,7,nAd_lda_42
Car is available at an affordable price.,Cost,14,0.6745941,Sunroof,7,nAd_lda_42
"The music system is great as well as the electronic break, it is a great feature.",Infotainment System,14,0.6016497,Sunroof,7,nAd_lda_42
Display screen and sunroof is something like newly added technology like a luxury car.,Sunroof,14,0.79420793,Sunroof,7,nAd_lda_42
The panoramic sunroof in the top version gives you a feel of riding a convertible.,Sunroof,14,0.34373403,Sunroof,7,nAd_lda_42
It is fully comfortable and luxurious car.,Comfort,14,0.5059442,Sunroof,7,nAd_lda_42
Amazing sporty looks and designs with sunroof make it #badassbydesign and coolest SUV in town.,Sunroof,14,0.58676296,Sunroof,7,nAd_lda_42
The engine of the car gives good performance.digitally equipped interior.,Performance,14,0.36658698,Sunroof,7,nAd_lda_42
Premium look and highly fuel-efficient compared to other SUVs which fall under this price range.,Looks,1,0.5443464,Looks,4,nAd_lda_42
But yeah this iteration of the Creta looks terrible.,Looks,1,0.87797284,Looks,4,nAd_lda_42
Ground clearance of the vehicle is quite good but could have been a little more.,Ground Clearance,1,0.87796104,Looks,4,nAd_lda_42
It looks horrible from the side.,Looks,1,0.8047531,Looks,4,nAd_lda_42
The best part is its sunroof and available at an affordable price,Sunroof,1,0.75592947,Looks,4,nAd_lda_42
This is one of the best SUV segment cars available at an affordable price range as it provides a touchscreen infotainment system with jbl speakers.,Infotainment System,1,0.5804745,Looks,4,nAd_lda_42
The best road king you can get in the market right now.,Road Presence,1,0.877941,Looks,4,nAd_lda_42
"Wow, 26 for diesel gas is an amazing price.",Cost,1,0.33690655,Looks,4,nAd_lda_42
It has top advanced safety features,Safety Features,1,0.6022527,Looks,4,nAd_lda_42
Its road presence is too good and it has good safety standards.,Road Presence,1,0.5119004,Looks,4,nAd_lda_42
The service cost is a bit high.,Cost,1,0.89151365,Looks,4,nAd_lda_42
The infotainment system is great as it supports most regional language,Infotainment System,1,0.5112484,Looks,4,nAd_lda_42
Look wise so good and performance also better than other car.,Performance,1,0.8605361,Looks,4,nAd_lda_42
It gives smooth and comfortable driving.,Comfort,1,0.6745592,Looks,4,nAd_lda_42
Indeed one of the best-looking SUVs.,Looks,1,0.83729315,Looks,4,nAd_lda_42
The sound system was good ground clearance is also good.,Ground Clearance,1,0.43518275,Looks,4,nAd_lda_42
I have been satisfied with its performance.,Performance,1,0.9186442,Looks,4,nAd_lda_42
Great performance and great experience of smooth driving.,Performance,1,0.50594044,Looks,4,nAd_lda_42
"New wagon with a very practically designed 340 liters boot space, tall seating position, easy ingress/egress –",Boot Space,3,0.86054045,Performance,6,nAd_lda_42
"My requirement is for a reliable, pocket-friendly highway cruiser with low maintenance costs.",Cost,3,0.5479591,Performance,6,nAd_lda_42
Mahindra Alturas g4 is a brilliant idea for automatic transmission and a brand new published car and a really brilliant body and even with a 360 rotator camera and with parking sensors and with an amazing 8-inch infotainment system and a broad contour with a three-spoke steering wheel and has an amazing Neapolitan leather.,Infotainment System,3,0.51189905,Performance,6,nAd_lda_42
It has the best ground clearance in the segment and its cabin is more spacious than other and it is value for money product,Ground Clearance,3,0.47679967,Performance,6,nAd_lda_42
It is as reliable as a wood stove and regular maintenance costs are fair too.,Cost,3,0.49167904,Performance,6,nAd_lda_42
"To our delight, Hyundai readily agreed to bear 90% of the cost as a goodwill gesture.",Cost,3,0.87797064,Performance,6,nAd_lda_42
The 10 speaker music system sound amazing.,Infotainment System,3,0.57364774,Performance,6,nAd_lda_42
> wireless charging was good to have and its a 10w fast charger so helps a lot.,Wireless Charging,3,0.6034573,Performance,6,nAd_lda_42
The main pros of xuv is the looks and the road presence,Road Presence,3,0.8605415,Performance,6,nAd_lda_42
The looks are nice.,Looks,3,0.33484668,Performance,6,nAd_lda_42
"It has smooth brakes, comfortable seats, appropriate leg space, sufficient boot space, and enough ground clearance.",Ground Clearance,3,0.7929438,Performance,6,nAd_lda_42
Car looks gorgeous and has road presence.,Road Presence,3,0.6745985,Performance,6,nAd_lda_42
The 1.5 engines should also be a good performer while being as silent.,Performance,3,0.3417978,Performance,6,nAd_lda_42
"The interior is very comfortable.
 during the riding, you feel very comfortable in your driving seat.",Comfort,3,0.28869185,Performance,6,nAd_lda_42
The 1.5l NA petrol will provide poor performance considering the power figures and the size/weight of the vehicle.,Performance,3,0.46853787,Performance,6,nAd_lda_42
Amazing car with a lot of space and features.,Cost,3,0.5118991,Performance,6,nAd_lda_42
Overall it's at the best price.,Cost,3,0.75594604,Performance,6,nAd_lda_42
The boot space is too large in this car and the music system is too good.,Infotainment System,3,0.40476468,Performance,6,nAd_lda_42
Performance is great and looking dynamic from the front.,Performance,3,0.46894684,Performance,6,nAd_lda_42
It has a panoramic sunroof I love this car,Sunroof,3,0.8372981,Performance,6,nAd_lda_42
The looks the build quality is superb the infotainment system is superb.,Infotainment System,3,0.4925874,Performance,6,nAd_lda_42
"Performance is good on both highway and city, the turbo engine is a good reason to buy this car right away.",Performance,3,0.6570222,Performance,6,nAd_lda_42
Performance is top class according to its power.,Performance,3,0.8605349,Performance,6,nAd_lda_42
Superior off-road performance makes it all worth it!,Performance,3,0.47401783,Performance,6,nAd_lda_42
"Kia seltos, on the other hand, don't have panoramic sunroof.",Sunroof,3,0.8372961,Performance,6,nAd_lda_42
This is the best SUV between 30lakethis is the best comfortable car in this segment is speed,Comfort,3,0.5118988,Performance,6,nAd_lda_42
"In terms of performance, Tucson just blows the Tiguan away.",Performance,12,0.82517505,Performance,3,nAd_lda_42
I did take a test drive and this car is really ahead of its competitors in terms of performance.,Performance,12,0.59686893,Performance,3,nAd_lda_42
The absence of rear parking sensors would be super crazy.,Safety Features,12,0.60319453,Performance,3,nAd_lda_42
It has a lot of road presence and looks massive and quite impressive for sure.,Road Presence,12,0.53751034,Performance,3,nAd_lda_42
Ground clearance is good and solid build quality with nice material and leatherwork in the interior.,Ground Clearance,12,0.80474895,Performance,3,nAd_lda_42
Mg hector is the best in the market in its price range,Cost,12,0.34128976,Performance,3,nAd_lda_42
"On the highway, it performs exceptionally well.",Performance,12,0.505985,Performance,3,nAd_lda_42
Awesome jeep compass sunroof very large panoramic sunroof is too good.,Sunroof,12,0.8605369,Performance,3,nAd_lda_42
"The sunroof(kids are crazy about it)
 decent ground clearance
 lovely music system seamlessly connects to my phone 
 wireless charger.",Infotainment System,24,0.5118921,Performance,13,nAd_lda_42
We were able to sit behind each other very comfortably with legroom to spare.,Comfort,24,0.8779706,Performance,13,nAd_lda_42
"Not really impressed with the built quality, exterior look flashy but not robust.",Build Quality,24,0.8915307,Performance,13,nAd_lda_42
"Exterior and interior is very good, road presence is very good.",Road Presence,24,0.51189196,Performance,13,nAd_lda_42
"This car is very smooth and powerful than other cars at this price,Mahindra XUV is the best safe car than other Mahindra car these power and torque very good, infotainment system are so nice",Infotainment System,24,0.6745962,Performance,13,nAd_lda_42
The huge infotainment system really catches attention.,Infotainment System,24,0.7559475,Performance,13,nAd_lda_42
The black bumpers suddenly look like an eyesore.,Looks,24,0.87796956,Performance,13,nAd_lda_42
You are gonna have a long fight for the sunroof thing,Sunroof,24,0.67459637,Performance,13,nAd_lda_42
"Cons:
 1. pathetic infotainment system response.",Infotainment System,24,0.5059596,Performance,13,nAd_lda_42
A strong road presence and classy interiors are certainly the best compared to jeep compass and harrier.,Road Presence,24,0.5118921,Performance,13,nAd_lda_42
Smooth performance with an ultimate mileage will steal your heart away.,Performance,24,0.6745956,Performance,13,nAd_lda_42
Driver seats are adjustable but not comfortable.,Comfort,24,0.8047573,Performance,13,nAd_lda_42
It provides great comfort and good driving experience and it comes to a powerful engine and provides a powerful performance.,Performance,24,0.3649033,Performance,13,nAd_lda_42
"Excellent performance, power is great, and boot space is great.",Performance,24,0.6745982,Performance,13,nAd_lda_42
It has some good list of features and most importantly has a tempting road presence that every Indian car buyer always wants.,Road Presence,24,0.755949,Performance,13,nAd_lda_42
The bose sound system sounded good with some FM radio songs.,Infotainment System,24,0.59436756,Performance,13,nAd_lda_42
